10,0,3,1,2,1,3,0
0,9,3,0,1,0,0,7
1,1,14,1,0,0,0,3
0,0,0,14,0,0,1,5
1,0,2,0,11,2,3,1
4,0,1,0,7,7,1,0
2,0,1,0,0,2,13,2
0,2,1,6,0,0,1,10
