19,0,0,1,0,0,0,0
1,19,0,0,0,0,0,0
0,0,19,0,0,0,1,0
0,0,1,19,0,0,0,0
0,0,0,0,18,2,0,0
1,0,0,0,0,19,0,0
0,0,0,0,0,0,20,0
0,3,0,1,0,0,0,16
